CaseID,TransactionID,TransactionDate,AccountID,RecipientAccountID,TransactionAmount,Location,BPS_RegionCode,IsFraud,FraudType,AnalystStatus,RecommendedDecision_Seed,ReviewPriority_Seed,SLAHours_Seed,EscalationTeam_Seed,ThreatIntelFlagInt,FraudScore_Probability_Seed,RuleRiskLevel,Split
CASE-002058,TX002058,2024-11-04 8:08:00,AC00476,REC-0096,506.81,Batam,2171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0497,low,train
CASE-002059,TX002059,2024-11-04 8:11:57,AC00391,REC-0008,328.39,Kupang,5371,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3199,medium,train
CASE-002060,TX002060,2024-11-04 8:08:32,AC00267,REC-0173,796.3,Bogor,3271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1477,low,test
CASE-002061,TX002061,2024-11-04 8:11:10,AC00034,REC-0152,72.47,Malang,3573,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1388,low,train
CASE-002062,TX002062,2024-11-04 8:06:53,AC00425,REC-0291,279.6,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1381,low,train
CASE-002063,TX002063,2024-11-04 8:10:19,AC00048,REC-0099,304.2,Depok,3276,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2618,medium,train
CASE-002064,TX002064,2024-11-04 8:06:32,AC00110,REC-0090,351.38,Kupang,5371,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.5045,high,train
CASE-002065,TX002065,2024-11-04 8:12:19,AC00427,REC-0208,86.07,Tangerang,3603,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2473,medium,test
CASE-002066,TX002066,2024-11-04 8:06:32,AC00483,REC-0219,604.5,Semarang,3374,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3307,medium,train
CASE-002067,TX002067,2024-11-04 8:06:36,AC00310,REC-0264,258.7,Palu,7271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1191,low,test
CASE-002068,TX002068,2024-11-04 8:09:25,AC00179,REC-0168,994.63,Bogor,3271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1742,low,train
CASE-002069,TX002069,2024-11-04 8:08:10,AC00363,REC-0045,11.46,Bogor,3271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1883,low,train
CASE-002070,TX002070,2024-11-04 8:10:22,AC00080,REC-0206,63.76,Surakarta,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2501,medium,train
CASE-002071,TX002071,2024-11-04 8:09:33,AC00158,REC-0049,446.83,Padang,1371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0864,low,train
CASE-002072,TX002072,2024-11-04 8:07:31,AC00033,REC-0095,63.54,Tangerang,3603,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0598,low,train
CASE-002073,TX002073,2024-11-04 8:07:46,AC00492,REC-0072,81.11,Palu,7271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1256,low,train
CASE-002074,TX002074,2024-11-04 8:11:41,AC00228,REC-RING004,441.26,Jakarta Barat,3173,1,Account Takeover (ATO),Closed-Confirmed Fraud,block_and_freeze,P2,8,ATO Response,1,0.7685,critical,train
CASE-002075,TX002075,2024-11-04 8:06:53,AC00058,REC-0004,170.96,Bekasi,3275,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0964,low,test
CASE-002076,TX002076,2024-11-04 8:10:53,AC00427,REC-0134,48.51,Bogor,3271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1428,low,train
CASE-002077,TX002077,2024-11-04 8:10:08,AC00236,REC-0197,325.03,Solo,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0941,low,validation
CASE-002078,TX002078,2024-11-04 8:11:30,AC00144,REC-0121,125.83,Denpasar,5171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2563,medium,train
CASE-002079,TX002079,2024-11-04 8:07:31,AC00256,REC-0229,506.83,Depok,3276,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3611,medium,train
CASE-002080,TX002080,2024-11-04 8:08:51,AC00054,REC-0137,738.94,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1521,low,train
CASE-002081,TX002081,2024-11-04 8:06:40,AC00492,REC-0169,180.36,Bengkulu,1771,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1852,low,validation
CASE-002082,TX002082,2024-11-04 8:06:40,AC00498,REC-0155,225.1,Malang,3573,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1847,low,train
CASE-002083,TX002083,2024-11-04 8:12:11,AC00005,REC-0299,359.51,Palu,7271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1462,low,train
CASE-002084,TX002084,2024-11-04 8:08:35,AC00204,REC-0294,720.46,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.179,low,train
CASE-002085,TX002085,2024-11-04 8:07:14,AC00428,REC-0006,1116.57,Jakarta Barat,3173,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3206,medium,test
CASE-002086,TX002086,2024-11-04 8:10:03,AC00019,REC-0134,291.46,Padang,1371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1144,low,validation
CASE-002087,TX002087,2024-11-04 8:08:01,AC00029,REC-RING012,1192.95,Balikpapan,6471,1,Identity Theft,Escalated,escalate_to_investigation,P1,2,KYC Compliance,0,0.6126,high,train
CASE-002088,TX002088,2024-11-04 8:08:58,AC00449,REC-0121,98.24,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2433,medium,train
CASE-002089,TX002089,2024-11-04 8:12:12,AC00213,REC-0032,100.48,Batam,2171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0793,low,train
CASE-002090,TX002090,2024-11-04 8:07:45,AC00076,REC-0061,45.9,Kendari,7471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1067,low,test
CASE-002091,TX002091,2024-11-04 8:10:11,AC00442,REC-0239,258.21,Surakarta,3372,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2599,medium,validation
CASE-002092,TX002092,2024-11-04 8:07:41,AC00228,REC-0158,1079.11,Balikpapan,6471,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3907,medium,train
CASE-002093,TX002093,2024-11-04 8:08:19,AC00081,REC-0082,287.51,Sorong,9271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3783,medium,train
CASE-002094,TX002094,2024-11-04 8:08:07,AC00072,REC-0208,501.3,Surakarta,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2755,medium,train
CASE-002095,TX002095,2024-11-04 8:07:09,AC00261,REC-0258,26.1,Semarang,3374,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1774,low,train
CASE-002096,TX002096,2024-11-04 8:09:11,AC00082,REC-0160,436.77,Solo,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1946,low,train
CASE-002097,TX002097,2024-11-04 8:09:42,AC00334,REC-0061,292.38,Makassar,7371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1168,low,validation
CASE-002098,TX002098,2024-11-04 8:07:24,AC00251,REC-0152,1026.46,Ambon,8171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2749,medium,train
CASE-002099,TX002099,2024-11-04 8:06:44,AC00481,REC-0189,25.29,Padang,1371,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.3698,medium,train
CASE-002100,TX002100,2024-11-04 8:09:58,AC00239,REC-0114,123.35,Makassar,7371,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3336,medium,train
CASE-002101,TX002101,2024-11-04 8:08:00,AC00394,REC-0113,139.52,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1814,low,train
CASE-002102,TX002102,2024-11-04 8:06:44,AC00374,REC-0069,51.2,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1321,low,train
CASE-002103,TX002103,2024-11-04 8:07:00,AC00054,REC-RING008,122.85,Palangka Raya,6271,1,Account Takeover (ATO),Investigating,hold_for_review,P2,8,ATO Response,1,0.5972,high,test
CASE-002104,TX002104,2024-11-04 8:10:55,AC00281,REC-0192,161.38,Tangerang Selatan,3674,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2743,medium,train
CASE-002105,TX002105,2024-11-04 8:11:22,AC00140,REC-0213,2.51,Makassar,7371,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.408,medium,train
CASE-002106,TX002106,2024-11-04 8:11:17,AC00058,REC-0282,22.62,Bandung,3273,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2422,medium,train
CASE-002107,TX002107,2024-11-04 8:10:31,AC00066,REC-0242,126.83,Bogor,3271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.13,low,train
CASE-002108,TX002108,2024-11-04 8:06:23,AC00190,REC-0276,46.6,Jakarta Timur,3172,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1488,low,train
CASE-002109,TX002109,2024-11-04 8:10:09,AC00452,REC-0112,243.8,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.075,low,train
CASE-002110,TX002110,2024-11-04 8:12:09,AC00099,REC-0127,231.51,Bengkulu,1771,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2603,medium,train
CASE-002111,TX002111,2024-11-04 8:08:09,AC00126,REC-0042,175.05,Medan,1275,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1848,low,test
CASE-002112,TX002112,2024-11-04 8:06:39,AC00021,REC-0270,762.74,Denpasar,5171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3874,medium,train
CASE-002113,TX002113,2024-11-04 8:09:59,AC00353,REC-0229,34.03,Denpasar,5171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1978,low,train
CASE-002114,TX002114,2024-11-04 8:11:39,AC00482,REC-0271,15.95,Mataram,5271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.42,medium,validation
CASE-002115,TX002115,2024-11-04 8:06:24,AC00427,REC-0186,211.36,Batam,2171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1872,low,train
CASE-002116,TX002116,2024-11-04 8:11:54,AC00430,REC-0040,101.51,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0885,low,validation
CASE-002117,TX002117,2024-11-04 8:10:21,AC00043,REC-0289,309.42,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1766,low,train
CASE-002118,TX002118,2024-11-04 8:09:57,AC00186,REC-0058,257.6,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0977,low,test
CASE-002119,TX002119,2024-11-04 8:07:44,AC00248,REC-0032,746.78,Medan,1275,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1004,low,train
CASE-002120,TX002120,2024-11-04 8:07:14,AC00069,REC-0281,82.01,Jayapura,9471,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1143,low,test
CASE-002121,TX002121,2024-11-04 8:10:10,AC00002,REC-0259,476.99,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1089,low,train
CASE-002122,TX002122,2024-11-04 8:07:38,AC00090,REC-0104,320.11,Sorong,9271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0961,low,train
CASE-002123,TX002123,2024-11-04 8:08:37,AC00210,REC-0294,333.39,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1548,low,validation
CASE-002124,TX002124,2024-11-04 8:10:12,AC00014,REC-0275,10.3,Jakarta Utara,3175,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4967,high,train
CASE-002125,TX002125,2024-11-04 8:07:37,AC00039,REC-RING006,737.46,Bandar Lampung,1871,1,Account Takeover (ATO),Closed-Confirmed Fraud,block_and_freeze,P1,2,ATO Response,0,0.8143,critical,train
CASE-002126,TX002126,2024-11-04 8:07:37,AC00021,REC-0267,416.55,Bengkulu,1771,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1798,low,train
CASE-002127,TX002127,2024-11-04 8:06:59,AC00242,REC-0227,84.91,Mataram,5271,0,None,Cleared,approve,P3,24,Transaction Monitoring,0,0.3102,medium,train
CASE-002128,TX002128,2024-11-04 8:07:52,AC00413,REC-0060,98.95,Semarang,3374,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.3219,medium,test
CASE-002129,TX002531,2024-11-04 8:11:08,AC00082,REC-0106,18.14,Batam,2171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0256,low,train
CASE-002130,TX002130,2024-11-04 8:11:47,AC00304,REC-0299,1154.79,Kendari,7471,0,None,Cleared,approve,P2,8,Transaction Monitoring,1,0.5617,high,train
CASE-002131,TX002131,2024-11-04 8:08:16,AC00098,REC-0251,215.13,Palu,7271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2575,medium,train
CASE-002132,TX002132,2024-11-04 8:08:19,AC00372,REC-0047,218.57,Banjarmasin,6371,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3134,medium,train
CASE-002133,TX002133,2024-11-04 8:11:00,AC00274,REC-0262,341.88,Bogor,3271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0855,low,train
CASE-002134,TX002134,2024-11-04 8:12:13,AC00080,REC-0229,691.92,Malang,3573,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4231,medium,train
CASE-002135,TX002135,2024-11-04 8:09:10,AC00064,REC-0029,50.43,Pekanbaru,1471,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.075,low,train
CASE-002136,TX002136,2024-11-04 8:07:52,AC00241,REC-0233,440.43,Tangerang Selatan,3674,0,None,Cleared,approve,P3,24,Transaction Monitoring,0,0.3262,medium,train
CASE-002137,TX002137,2024-11-04 8:10:02,AC00055,REC-0068,299.03,Kendari,7471,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.5012,high,train
CASE-002138,TX002138,2024-11-04 8:10:47,AC00215,REC-0263,1.98,Palangka Raya,6271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1962,low,test
CASE-002139,TX002139,2024-11-04 8:07:11,AC00037,REC-0213,173.45,Ambon,8171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.423,medium,train
CASE-002140,TX002140,2024-11-04 8:11:13,AC00325,REC-0234,438.76,Surakarta,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2065,low,train
CASE-002141,TX002141,2024-11-04 8:06:37,AC00394,REC-0289,519.62,Bekasi,3275,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2526,medium,test
CASE-002142,TX002142,2024-11-04 8:11:40,AC00164,REC-0030,738.68,Jakarta Pusat,3171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3267,medium,train
CASE-002143,TX002143,2024-11-04 8:11:40,AC00096,REC-0287,151.14,Banjarmasin,6371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2426,low,train
CASE-002144,TX002144,2024-11-04 8:09:47,AC00402,REC-0237,75.77,Palu,7271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.5049,high,test
CASE-002145,TX002145,2024-11-04 8:06:58,AC00077,REC-0158,444.52,Jambi,1571,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.237,medium,train
CASE-002146,TX002146,2024-11-04 8:09:14,AC00116,REC-0012,5.29,Depok,3276,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.001,low,validation
CASE-002147,TX002147,2024-11-04 8:11:10,AC00145,REC-0203,97.63,Batam,2171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2314,medium,train
CASE-002148,TX002148,2024-11-04 8:08:10,AC00457,REC-0131,256.95,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1184,low,train
CASE-002149,TX002149,2024-11-04 8:08:49,AC00021,REC-0002,734.86,Malang,3573,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1659,low,train
CASE-002150,TX002150,2024-11-04 8:08:33,AC00110,REC-0112,1250.94,Kendari,7471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2182,low,train
CASE-002151,TX002151,2024-11-04 8:07:40,AC00284,REC-0297,84.28,Banjarmasin,6371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2534,medium,train
CASE-002152,TX002152,2024-11-04 8:07:13,AC00012,REC-0038,927.45,Bogor,3271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3533,medium,train
CASE-002153,TX002153,2024-11-04 8:08:28,AC00065,REC-0024,202.49,Bandung,3273,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1538,low,train
CASE-002154,TX002154,2024-11-04 8:08:06,AC00439,REC-0217,154.99,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2281,medium,train
CASE-002155,TX002155,2024-11-04 8:11:54,AC00157,REC-0177,481.53,Banda Aceh,1171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2606,medium,train
CASE-002156,TX002156,2024-11-04 8:08:14,AC00013,REC-0033,172.92,Padang,1371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.11,low,train
CASE-002157,TX002157,2024-11-04 8:10:12,AC00355,REC-0278,275.59,Ambon,8171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1033,low,test
CASE-002158,TX002158,2024-11-04 8:06:23,AC00155,REC-0031,207.2,Kendari,7471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1548,low,train
CASE-002159,TX002159,2024-11-04 8:08:03,AC00105,REC-0036,136.82,Jakarta Pusat,3171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3119,medium,test
CASE-002160,TX002160,2024-11-04 8:11:42,AC00216,REC-0242,624.0,Jakarta Utara,3175,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3964,medium,validation
CASE-002161,TX002161,2024-11-04 8:08:34,AC00297,REC-0017,211.36,Jakarta Pusat,3171,0,None,Cleared,approve,P2,8,Transaction Monitoring,1,0.562,high,train
CASE-002162,TX002162,2024-11-04 8:11:00,AC00139,REC-0147,10.15,Bogor,3271,0,None,Auto-Approved,approve,P2,8,Transaction Monitoring,0,0.5514,high,test
CASE-002163,TX002163,2024-11-04 8:09:28,AC00205,REC-0210,26.3,Bandung,3273,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1275,low,train
CASE-002164,TX002164,2024-11-04 8:10:45,AC00148,REC-0093,319.5,Bandung,3273,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1108,low,test
CASE-002165,TX002165,2024-11-04 8:10:41,AC00064,REC-0070,182.42,Samarinda,6472,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1901,low,train
CASE-002166,TX002166,2024-11-04 8:10:05,AC00344,REC-0216,716.62,Banda Aceh,1171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2062,low,train
CASE-002167,TX002167,2024-11-04 8:12:21,AC00448,REC-0192,222.96,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2453,low,train
CASE-002168,TX002168,2024-11-04 8:08:44,AC00446,REC-0196,79.77,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1323,low,train
CASE-002169,TX002169,2024-11-04 8:06:52,AC00460,REC-0230,431.08,Bandar Lampung,1871,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1565,low,train
CASE-002170,TX002170,2024-11-04 8:07:20,AC00020,REC-0194,592.24,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0796,low,validation
CASE-002171,TX002171,2024-11-04 8:12:17,AC00202,REC-0193,200.19,Surakarta,3372,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0737,low,train
CASE-002172,TX002172,2024-11-04 8:07:49,AC_UNK_016,REC-0042,297.5,Samarinda,6472,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2281,medium,train
CASE-002173,TX002173,2024-11-04 8:09:26,AC00139,REC-0277,345.86,Surabaya,3578,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1675,low,train
CASE-002174,TX002174,2024-11-04 8:12:01,AC00210,REC-0069,343.88,Manado,7171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1446,low,test
CASE-002175,TX002532,2024-11-04 8:07:28,AC00399,REC-0179,16.52,Malang,3573,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1834,low,train
CASE-002176,TX002176,2024-11-04 8:08:09,AC00267,REC-0061,162.1,Batam,2171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0963,low,train
CASE-002177,TX002177,2024-11-04 8:08:11,AC00414,REC-0092,36.12,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.107,low,train
CASE-002178,TX002178,2024-11-04 8:09:08,AC00272,REC-0276,354.91,Malang,3573,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1077,low,train
CASE-002179,TX002179,2024-11-04 8:07:27,AC00220,REC-0202,38.41,Palembang,1671,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1901,low,train
CASE-002180,TX002180,2024-11-04 8:08:36,AC00276,REC-0271,53.52,Tangerang Selatan,3674,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.3257,medium,train
CASE-002181,TX002181,2024-11-04 8:11:11,AC00084,REC-0066,498.59,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.228,low,validation
CASE-002182,TX002182,2024-11-04 8:09:17,AC00189,REC-0115,13.3,Surakarta,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1009,low,train
CASE-002183,TX002183,2024-11-04 8:11:01,AC00209,REC-0002,189.65,Palu,7271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0484,low,train
CASE-002184,TX002184,2024-11-04 8:07:29,AC00324,REC-0012,255.32,Makassar,7371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1499,low,train
CASE-002185,TX002185,2024-11-04 8:10:49,AC00159,REC-0153,230.51,Banjarmasin,6371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1315,low,train
CASE-002186,TX002186,2024-11-04 8:10:26,AC00497,REC-0238,237.74,Jakarta Barat,3173,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3354,medium,train
CASE-002187,TX002533,2024-11-04 8:07:06,AC00257,REC-0279,512.76,Jakarta Utara,3175,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.172,low,train
CASE-002188,TX002188,2024-11-04 8:08:41,AC00353,REC-0218,151.37,Makassar,7371,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.3233,medium,test
CASE-002189,TX002189,2024-11-04 8:08:58,AC00115,REC-0273,85.01,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1453,low,train
CASE-002190,TX002190,2024-11-04 8:10:42,AC00478,REC-0195,444.47,Pekanbaru,1471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1887,low,train
CASE-002191,TX002191,2024-11-04 8:10:28,AC_UNK_017,REC-0118,211.36,Depok,3276,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1132,low,test
CASE-002192,TX002192,2024-11-04 8:08:02,AC00131,REC-0127,879.25,Banjarmasin,6371,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.5117,high,validation
CASE-002193,TX002193,2024-11-04 8:12:04,AC00059,REC-0236,55.98,Samarinda,6472,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.23,medium,train
CASE-002194,TX002194,2024-11-04 8:07:25,AC00101,REC-0178,54.91,Kendari,7471,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0959,low,train
CASE-002195,TX002195,2024-11-04 8:10:42,AC00418,REC-0080,1047.69,Bogor,3271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2993,medium,validation
CASE-002196,TX002196,2024-11-04 8:06:52,AC00384,REC-0142,393.74,Palu,7271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3686,medium,train
CASE-002197,TX002197,2024-11-04 8:08:38,AC00496,REC-0097,58.94,Padang,1371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2505,medium,train
CASE-002198,TX002198,2024-11-04 8:06:54,AC00145,REC-0058,515.57,Kendari,7471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0954,low,test
CASE-002199,TX002199,2024-11-04 8:07:16,AC00131,REC-0017,332.15,Tangerang,3603,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1696,low,train
CASE-002200,TX002200,2024-11-04 8:11:29,AC00224,REC-0215,177.94,Batam,2171,0,None,Cleared,approve,P3,24,Transaction Monitoring,0,0.3547,medium,train
CASE-002201,TX002201,2024-11-04 8:06:27,AC00219,REC-0009,68.68,Jayapura,9471,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4815,high,test
CASE-002202,TX002202,2024-11-04 8:08:41,AC00385,REC-RING002,1431.54,Semarang,3374,1,Phishing,Closed-Confirmed Fraud,block_and_freeze,P2,8,Cyber Threat Intel,0,0.6106,high,train
CASE-002203,TX002203,2024-11-04 8:09:41,AC00133,REC-0052,240.03,Banda Aceh,1171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3373,medium,train
CASE-002204,TX002534,2024-11-04 8:11:10,AC00056,REC-0018,168.34,Jakarta Selatan,3174,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.3501,medium,train
CASE-002205,TX002205,2024-11-04 8:06:24,AC00358,REC-0229,474.77,Malang,3573,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.442,medium,train
CASE-002206,TX002206,2024-11-04 8:10:51,AC00419,REC-0025,451.7,Jakarta Pusat,3171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1676,low,train
CASE-002207,TX002207,2024-11-04 8:08:53,AC00464,REC-0126,243.85,Surabaya,3578,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0836,low,train
CASE-002208,TX002208,2024-11-04 8:09:21,AC00430,REC-0023,5.76,Jakarta Utara,3175,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.5059,high,train
CASE-002209,TX002209,2024-11-04 8:11:15,AC00071,REC-0206,435.08,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1903,low,train
CASE-002210,TX002210,2024-11-04 8:10:26,AC00404,REC-0225,127.78,Padang,1371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0841,low,test
